RN,ConPr,ConPrA,ConPrB
RN001,0.8535332234193475,0.797660901365652,0.7930691817081323
RN002,0.8062230413604579,0.7855245996951555,0.7985952279065649
RN003,0.7449295254183603,0.7598551630493351,0.7600930172469479
RN004,0.7909616954157381,0.7602986369035275,0.7831818414365865
RN005,0.6622837166368797,0.712118203121897,0.6854234934137714
RN006,0.672938836555553,0.6539526348262169,0.6709489138937361
RN007,0.8665077754442269,0.8489785363330747,0.8292896813797135
RN008,0.6590998699718972,0.6655847273705033,0.7160701182225846
RN009,0.4529591706256701,0.4136358343360633,0.45018289021127916
RN010,0.5509905986083816,0.5544193889815762,0.5578381457613842
RN011,0.651755529306342,0.6262288528284058,0.5895394316730523
RN012,0.7208535835986817,0.6714973242825845,0.6863555311707016
RN013,0.5561331123202767,0.5495087944363796,0.5222940197254193
RN014,0.7433760439811359,0.7352156625899643,0.7211730412507729
RN015,0.8373031134357186,0.8109173568169896,0.7978862589842489
RN016,0.605100220379893,0.5963363974574999,0.5802439151328002
RN017,0.8452572423319268,0.8113646272344136,0.811412589444626
RN018,0.5781019202363368,0.5471027858616496,0.5356122163070888
RN019,0.6355112735134119,0.6222384350562002,0.6179264861873357
RN020,0.7601607035156326,0.7090668026517083,0.7525674831725765
RN021,0.6516606102921341,0.6340729261350937,0.6171284242036826
RN022,0.7768662641037362,0.6588294442965723,0.6939809533915166
RN023,0.7911343348573917,0.7923434081084446,0.7986545924967658
RN024,0.6720812662414364,0.6885118335895538,0.6798158336259705
RN025,0.6599614905425303,0.6896082081082308,0.6709975458351378
RN026,0.7956225263459062,0.7936188659615051,0.7598418047176093
RN027,0.7223599218867358,0.7041680611693226,0.7253847624510085
RN028,0.6863815705740104,0.6958063424841188,0.6830672427972795
RN029,0.7849137275597735,0.7407225902392862,0.7410944803496398
RN030,0.9053778434514766,0.8324491342622282,0.836673612426596
RN031,0.6178577193124042,0.6273026447806719,0.617516835190181
RN032,0.9012383573243015,0.8255568872174236,0.8426145155577098
RN033,0.7261685195935073,0.7329807967508484,0.6968871836128473
RN034,0.7031821548847261,0.6938373316342407,0.6865499560059468
RN035,0.6907671778361434,0.6651335747137684,0.6461220268872803
RN036,0.7209641793911457,0.7195172271508149,0.7472766479533034
RN037,0.6710148367952522,0.6717430496252016,0.67093905309966
RN038,0.847254544729178,0.7641181399245915,0.707453303197984
RN039,0.731939751092063,0.7295017136831005,0.692228578774828
RN040,0.8311015561015561,0.755035580750211,0.7816442087155964
RN041,0.7340261277909776,0.7059478491145182,0.6964382795632116
RN042,0.8396220861784789,0.8185273695500819,0.8135560453157019
RN043,0.8207927526171495,0.7870221459800102,0.7404170054594029
RN044,0.7227227318136409,0.7253326376206627,0.7057464410822092
RN045,0.7399152310060519,0.7458898434433736,0.7552914496892323
RN046,0.7420350623531538,0.6718073593073594,0.6427672619206982
RN047,0.5515477953064107,0.4995684249955214,0.5263287705019114
RN048,0.6686204003356107,0.6421641791044777,0.5896545986164927
RN049,0.718738927545628,0.6694241801827325,0.6732382139206654
RN050,0.6429350047690421,0.6657537114247335,0.5928255695341721
RN051,0.6759758052885635,0.6475310403881832,0.6870862500395933
RN052,0.886387256083873,0.9014677790657807,0.8949210384273849
RN053,0.7233417621660456,0.6899939731172999,0.7073719305673158
RN054,0.7240926181706568,0.68359375,0.6769146707950096
RN055,0.6764969072812334,0.678628067241429,0.636972134911975
RN056,0.6409861758277284,0.6252912348357034,0.6139605462822458
RN057,0.7922753667481662,0.7686936867201288,0.7834041257737638
RN058,0.6825383733493893,0.6373033266821497,0.6638115307066083
RN059,0.8979662917530328,0.8414287827244491,0.8199271041537195
RN060,0.7096278317152104,0.7051040077102241,0.704712694519281
RN061,0.8091499766477102,0.7309424890299692,0.7052958545844997
RN062,0.7268319343040122,0.67478937826597,0.6852453940238427
RN063,0.6631064804903384,0.6811951840558298,0.6651478381457084
RN064,0.6254735100091855,0.6368670165963773,0.6280128673328257
RN065,0.7771536857029897,0.7355288330144848,0.7566697679096784
RN066,0.6685866742053466,0.6528633906126244,0.6519404737241903
RN067,0.7809954398409791,0.7400623099733493,0.7461975444383361
RN068,0.7363022113022113,0.7091074788334901,0.7065713777356029
RN069,0.7582407329657309,0.7581904455829253,0.7629276791340772
RN070,0.8616066112553288,0.8245804381449249,0.828212953543574
RN071,0.7248143520352706,0.6978720965770171,0.6876086269552852
RN072,0.9208218349525573,0.8957702558152184,0.8930915853091586
RN073,0.9178388700202615,0.8616793324194472,0.854809868402671
RN074,0.7149954627949183,0.7379466532460996,0.763972621368025
RN075,0.6785744060025011,0.6337806432266286,0.6156569630212431
RN076,0.7127133685125847,0.6546783810547163,0.6369878183831672
RN077,0.8551284863106334,0.8054528999170375,0.8313363302002452
RN078,0.5580519686888995,0.5228651670508438,0.5341886421541366
RN079,0.41487181470167434,0.3590623755428701,0.4150816040429914
RN080,0.6591336431688367,0.6223578687619727,0.6073393875966375
RN081,0.7002992064524521,0.6575553732567678,0.6608495011536837
RN082,0.5998515155652648,0.5958123671290703,0.5425005193546153
RN083,0.8047040603221037,0.8005576149288725,0.8061078342291285
RN084,0.7138360919206688,0.6631804421712949,0.6856866044566825
RN085,0.8309475192165835,0.815566219632375,0.8216342767165292
RN086,0.6490005198242049,0.581975860904794,0.579955050462217
RN087,0.7086459926985438,0.6957758741313101,0.6862040763963502
RN088,0.8517504178077997,0.8580672093508662,0.8547318948942534
RN089,0.6852242510193228,0.6485788533376644,0.633339546864144
RN090,0.5598336687383951,0.5496715467569446,0.5625966333485769
RN091,0.6643387601961197,0.7118353716714373,0.67177118581273
RN092,0.7941870895237703,0.8349868881118881,0.8371611567574562
RN093,0.5827540882662909,0.5696897114861187,0.5384004484723909
RN094,0.8349821846389841,0.7803935680600012,0.7943966663711322
RN095,0.775767975446014,0.7725785855476062,0.7700606639429795
RN096,0.6796657599349655,0.6900977257646136,0.667174163035908
RN097,0.8317855775791768,0.7670259868266658,0.7737755226057365
RN098,0.5696390461167301,0.5443331171495507,0.5655734601940767
RN099,0.8158080232999481,0.7462384966857584,0.7059814784437121
RN100,0.786777141880926,0.7464422762548827,0.7678247853147404
