RN,ConPr
RN001,0.6587753535095016
RN002,0.5815159612677068
RN003,0.4731261906325954
RN004,0.5860568838195511
RN005,0.5115674984005119
RN006,0.6506575413325906
RN007,0.5705179894789387
RN008,0.6059088713572693
RN009,0.5280971797006165
RN010,0.5832524968234667
RN011,0.5253447377799709
RN012,0.5982592762253779
RN013,0.5059595702752527
RN014,0.6241179747462243
RN015,0.5220278906571669
RN016,0.4930717440092666
RN017,0.5620505488035662
RN018,0.5952729597624106
RN019,0.5106175759578427
RN020,0.5758319790857062
RN021,0.5556982041928261
RN022,0.5806863634835804
RN023,0.5835443569260041
RN024,0.5855082352495214
RN025,0.5439237765266349
RN026,0.5766914261184031
RN027,0.6387387818213699
RN028,0.6347731239092496
RN029,0.6458180752892925
RN030,0.6554075262442018
RN031,0.5300966283502261
RN032,0.5822488594084075
RN033,0.560774230929403
RN034,0.5341541189424163
RN035,0.6279724369870775
RN036,0.6222068027981534
RN037,0.6985005037833139
RN038,0.514211193699034
RN039,0.5204017115381788
RN040,0.6248859142074841
RN041,0.5343307695009307
RN042,0.6086706711935231
RN043,0.5689599273764752
RN044,0.6008601604181033
RN045,0.6619077047257501
RN046,0.6443347632376567
RN047,0.6122979662432159
RN048,0.4994238233867055
RN049,0.6068512100432849
RN050,0.5312187534718364
RN051,0.5670230006856573
RN052,0.6717880018420062
RN053,0.5227489819516364
RN054,0.6219773884636326
RN055,0.5289460356179392
RN056,0.6324101587510055
RN057,0.5910392677886035
RN058,0.5653626968028591
RN059,0.49911557762607933
RN060,0.6550256208119827
RN061,0.643232469650299
RN062,0.5065491563111632
RN063,0.5610709141182509
RN064,0.5732951378537079
RN065,0.5197893536578048
RN066,0.6276775966570041
RN067,0.6322481686950787
RN068,0.5940244486631301
RN069,0.5943456774276362
RN070,0.5827432266009852
RN071,0.4972207731467324
RN072,0.5459363957597173
RN073,0.6204049757349249
RN074,0.5189042745334136
RN075,0.5381642014121527
RN076,0.608402446175756
RN077,0.6039695983929723
RN078,0.5728021755669586
RN079,0.5550193673337637
RN080,0.5791914945364209
RN081,0.6806472093425938
RN082,0.6913338704108644
RN083,0.5824750312109863
RN084,0.4944398109535724
RN085,0.5401749068636736
RN086,0.5449773291590198
RN087,0.6951121391934024
RN088,0.5916331456154466
RN089,0.633248730964467
RN090,0.6655294170229883
RN091,0.5591020623365036
RN092,0.6159683642592978
RN093,0.6018565727245556
RN094,0.5685721057507919
RN095,0.5911293579216583
RN096,0.5950267818743402
RN097,0.5770374167093798
RN098,0.5815087652494838
RN099,0.4975706316357747
RN100,0.5280946213740696
